id_cliente;nome_cliente;idade;data_atendimento;serviço;produto_vendido;valor_serviço;valor_produto
C171;Erick Ferreira;18;2024-06-29;Barba Modelada;Balm;55;49
C073;Sr. Diogo da Luz;23;2024-06-29;Corte a Maquina;;55;0
C069;Pedro Henrique Pires;28;2024-06-29;Combo 1;Balm;110;49
C212;Breno da Costa;71;2024-06-29;Acabamento;;28;0
C213;Sr. Luiz Henrique da Conceição;18;2024-06-29;Hidratação;Balm;70;49
C241;Bruno Souza;25;2024-06-29;Hidratação;;70;0
C170;Dr. Noah Farias;18;2024-06-29;Corte a Maquina;Pomada de cabelo;55;89
C029;Pedro Miguel da Cunha;22;2024-06-29;Depilação de nariz;;35;0
C237;Luiz Gustavo Gonçalves;70;2024-06-29;Combo 2;Pomada de cabelo;100;89
C201;Nathan Gonçalves;9;2024-06-29;Corte de Cabelo;;70;0
C039;Paulo Cardoso;14;2024-06-30;Corte de Cabelo;;70;0
C050;Pedro Henrique Fogaça;72;2024-06-30;Hidratação;;70;0
C091;Marcos Vinicius Castro;74;2024-06-30;Depilação de orelha;;35;0
C198;Dr. Luiz Miguel Vieira;30;2024-06-30;Barba Modelada;;55;0
C039;Paulo Cardoso;14;2024-06-30;Corte de Cabelo;;70;0
C068;Thomas Melo;47;2024-06-30;Depilação de orelha;Shampoo de barba;35;49
C184;Sr. Alexandre Silva;49;2024-06-30;Corte de Cabelo;;70;0
C084;Nicolas Oliveira;31;2024-07-01;Combo 1;;110;0
C086;Sr. Davi Lucas Vieira;42;2024-07-01;Combo 2;Pomada de cabelo;100;89
C042;João Vitor Cardoso;79;2024-07-01;Combo 1;;110;0
C122;Nathan Moura;50;2024-07-01;Limpeza de pele;;45;0
C185;Dr. Marcelo Silva;58;2024-07-01;Combo 1;Balm;110;49
C122;Nathan Moura;50;2024-07-01;Barba Modelada;Balm;55;49
C163;Thomas Cardoso;32;2024-07-01;Corte de Cabelo;;70;0
C171;Erick Ferreira;18;2024-07-01;Depilação de nariz;;35;0
C048;Otávio Araújo;50;2024-07-01;Barba Modelada;Balm;55;49
C137;Danilo Viana;60;2024-07-01;Corte de Cabelo;;70;0
C022;Danilo Fernandes;71;2024-07-01;Sobrancelha;;35;0
C072;João Lucas Cunha;79;2024-07-01;Corte de Cabelo;;70;0
C194;Kevin Silva;77;2024-07-01;Combo 1;;110;0
C119;Erick Caldeira;78;2024-07-02;Corte a Maquina;;55;0
C125;Dr. Daniel Cardoso;69;2024-07-02;Corte de Cabelo;;70;0
C128;Gustavo Henrique Cardoso;3;2024-07-02;Corte de Cabelo;Shampoo de barba;70;49
C114;João Gabriel da Mota;8;2024-07-02;Corte a Maquina;;55;0
C049;Emanuel Oliveira;12;2024-07-02;Corte de Cabelo;;70;0
C246;Sr. Cauê da Costa;58;2024-07-02;Corte a Maquina;Pomada de cabelo;55;89
C197;Dr. Lucca Porto;77;2024-07-02;Combo 1;;110;0
C164;Nathan Cardoso;74;2024-07-02;Corte de Cabelo;;70;0
C173;Lucca da Paz;72;2024-07-02;Hidratação;;70;0
C056;Marcos Vinicius Lima;7;2024-07-02;Combo 1;Shampoo de barba;110;49
C112;Dr. Erick Ferreira;65;2024-07-02;Combo 1;;110;0
C050;Pedro Henrique Fogaça;72;2024-07-02;Barba Modelada;;55;0
C033;Marcelo Ribeiro;21;2024-07-02;Combo 1;Balm;110;49
C202;Breno Vieira;31;2024-07-02;Depilação de orelha;;35;0
C040;Vinicius Nunes;47;2024-07-02;Combo 1;;110;0
C026;João Felipe Cavalcanti;77;2024-07-02;Combo 1;;110;0
C211;Cauê Almeida;29;2024-07-03;Barba Modelada;Balm;55;49
C070;Davi Luiz Fogaça;36;2024-07-03;Combo 1;;110;0
C136;Dr. Levi Cunha;22;2024-07-03;Corte de Cabelo;;70;0
C155;Dr. Davi Lucca Aragão;43;2024-07-03;Corte de Cabelo;;70;0
C044;Francisco da Cruz;7;2024-07-03;Corte de Cabelo;Balm;70;49
C216;Thales Almeida;62;2024-07-03;Barba Modelada;;55;0
C195;Dr. João Felipe Lopes;72;2024-07-03;Combo 1;;110;0
C177;Thiago Melo;79;2024-07-03;Corte de Cabelo;;70;0
C070;Davi Luiz Fogaça;36;2024-07-03;Corte de Cabelo;;70;0
C011;Dr. Pedro Henrique Carvalho;56;2024-07-03;Sobrancelha;;35;0
C086;Sr. Davi Lucas Vieira;42;2024-07-04;Limpeza de pele;Pomada de cabelo;45;89
C210;João Miguel da Paz;64;2024-07-04;Hidratação;Pomada de cabelo;70;89
C226;Pedro Henrique Jesus;54;2024-07-04;Combo 1;Balm;110;49
C004;Sr. Davi Luiz Gomes;33;2024-07-04;Depilação de orelha;Shampoo de barba;35;49
C243;Diogo Ribeiro;61;2024-07-04;Sobrancelha;;35;0
C151;Cauê Oliveira;71;2024-07-04;Barba Modelada;;55;0
C232;Levi da Mota;45;2024-07-04;Corte de Cabelo;Pomada de cabelo;70;89
C124;Dr. Gustavo Henrique Rodrigues;61;2024-07-04;Barba Modelada;Balm;55;49
C081;Pedro Henrique da Cruz;30;2024-07-04;Sobrancelha;;35;0
C005;Dr. Enrico Ribeiro;30;2024-07-04;Barba Modelada;;55;0
C177;Thiago Melo;79;2024-07-04;Combo 1;;110;0
C182;Sr. Alexandre Azevedo;41;2024-07-04;Combo 2;;100;0
C015;Theo Cardoso;29;2024-07-04;Acabamento;;28;0
C208;João Pedro Teixeira;32;2024-07-04;Limpeza de pele;;45;0
C064;Felipe Lopes;60;2024-07-04;Combo 1;;110;0
C236;Eduardo Ramos;26;2024-07-05;Corte de Cabelo;;70;0
C212;Breno da Costa;71;2024-07-05;Combo 1;;110;0
C245;Sr. Joaquim Martins;11;2024-07-05;Combo 1;;110;0
C132;João Vitor Azevedo;45;2024-07-05;Corte a Maquina;;55;0
C183;Sr. Enrico das Neves;53;2024-07-05;Combo 2;;100;0
C098;Dr. Nathan Viana;35;2024-07-05;Barba Modelada;;55;0
C105;João Vitor Cunha;56;2024-07-05;Combo 1;;110;0
C168;Bruno Pires;10;2024-07-05;Corte de Cabelo;;70;0
C076;Marcelo Mendes;22;2024-07-05;Corte a Maquina;;55;0
C190;Luiz Felipe Carvalho;30;2024-07-05;Combo 1;Shampoo de barba;110;49
C150;Pedro Henrique Pereira;22;2024-07-05;Corte de Cabelo;Pomada de cabelo;70;89
C198;Dr. Luiz Miguel Vieira;30;2024-07-05;Corte de Cabelo;;70;0
C093;Calebe Dias;29;2024-07-05;Corte de Cabelo;;70;0
C104;Lucas Gabriel Gomes;76;2024-07-05;Corte de Cabelo;;70;0
C045;Luiz Gustavo Oliveira;60;2024-07-06;Combo 1;;110;0
C155;Dr. Davi Lucca Aragão;43;2024-07-06;Combo 1;;110;0
C042;João Vitor Cardoso;79;2024-07-06;Corte de Cabelo;;70;0
C221;João Felipe Almeida;14;2024-07-06;Corte de Cabelo;;70;0
C074;Lucas Gabriel Azevedo;70;2024-07-06;Depilação de orelha;;35;0
C181;Dr. Enzo Gabriel Pinto;27;2024-07-06;Limpeza de pele;;45;0
C146;Sr. Davi Luiz Cardoso;79;2024-07-06;Combo 1;;110;0
C242;Davi Novaes;37;2024-07-06;Depilação de orelha;;35;0
C008;Dr. Calebe Caldeira;71;2024-07-06;Limpeza de pele;;45;0
C133;Kevin Silva;16;2024-07-06;Corte de Cabelo;Balm;70;49
C229;Fernando Castro;14;2024-07-06;Combo 1;;110;0
C099;Lucas Gabriel Almeida;19;2024-07-07;Barba Modelada;;55;0
C160;Noah Porto;41;2024-07-07;Depilação de orelha;Shampoo de barba;35;49
C062;Lorenzo da Paz;50;2024-07-07;Combo 1;;110;0
C073;Sr. Diogo da Luz;23;2024-07-07;Barba Modelada;;55;0
C214;Gustavo Barbosa;75;2024-07-07;Combo 2;;100;0
C203;Renan da Mota;10;2024-07-07;Combo 1;Balm;110;49
C245;Sr. Joaquim Martins;11;2024-07-07;Corte a Maquina;Shampoo de barba;55;49
C045;Luiz Gustavo Oliveira;60;2024-07-07;Sobrancelha;Shampoo de barba;35;49
C109;Luiz Otávio Santos;30;2024-07-07;Corte de Cabelo;;70;0
C195;Dr. João Felipe Lopes;72;2024-07-07;Corte de Cabelo;;70;0
C045;Luiz Gustavo Oliveira;60;2024-07-07;Sobrancelha;;35;0
C188;Dr. Cauê Moraes;17;2024-07-07;Combo 1;;110;0
C094;Felipe Barros;65;2024-07-08;Barba Modelada;Pomada de cabelo;55;89
C095;João Lucas Barbosa;52;2024-07-08;Combo 1;;110;0
C145;Pedro Henrique Vieira;66;2024-07-08;Combo 2;;100;0
C102;Kevin Moraes;70;2024-07-08;Combo 1;;110;0
C237;Luiz Gustavo Gonçalves;70;2024-07-08;Corte de Cabelo;;70;0
C178;Benício da Mata;56;2024-07-08;Corte de Cabelo;;70;0
C105;João Vitor Cunha;56;2024-07-08;Corte a Maquina;;55;0
C244;Sr. Benjamin Moura;33;2024-07-08;Combo 2;Balm;100;49
C220;Lorenzo Alves;26;2024-07-08;Combo 2;;100;0
C140;Cauã Freitas;66;2024-07-08;Sobrancelha;;35;0
C150;Pedro Henrique Pereira;22;2024-07-08;Depilação de orelha;Balm;35;49
C246;Sr. Cauê da Costa;58;2024-07-08;Acabamento;;28;0
C205;Luiz Felipe Almeida;44;2024-07-08;Corte de Cabelo;Pomada de cabelo;70;89
C142;Enzo da Mota;66;2024-07-09;Combo 1;;110;0
C084;Nicolas Oliveira;31;2024-07-09;Corte de Cabelo;;70;0
C055;Sr. Joaquim Cavalcanti;10;2024-07-09;Combo 1;;110;0
C040;Vinicius Nunes;47;2024-07-09;Hidratação;;70;0
C216;Thales Almeida;62;2024-07-09;Corte a Maquina;;55;0
C172;Dr. Luiz Henrique Azevedo;62;2024-07-09;Depilação de orelha;;35;0
C140;Cauã Freitas;66;2024-07-09;Combo 1;;110;0
C016;Levi Pereira;31;2024-07-09;Sobrancelha;Shampoo de barba;35;49
C043;Dr. Kaique Campos;35;2024-07-09;Combo 1;Shampoo de barba;110;49
C200;Murilo Almeida;11;2024-07-09;Corte de Cabelo;Shampoo de barba;70;49
C057;Sr. Juan Cavalcanti;31;2024-07-09;Corte a Maquina;;55;0
C243;Diogo Ribeiro;61;2024-07-09;Corte de Cabelo;;70;0
C124;Dr. Gustavo Henrique Rodrigues;61;2024-07-10;Hidratação;;70;0
C223;Samuel Souza;57;2024-07-10;Combo 1;;110;0
C174;Leonardo Novaes;23;2024-07-10;Corte de Cabelo;;70;0
C168;Bruno Pires;10;2024-07-10;Corte a Maquina;;55;0
C231;Francisco Vieira;53;2024-07-10;Depilação de nariz;;35;0
C042;João Vitor Cardoso;79;2024-07-10;Barba Modelada;;55;0
C231;Francisco Vieira;53;2024-07-10;Combo 1;Balm;110;49
C054;Joaquim Caldeira;26;2024-07-10;Combo 1;;110;0
C178;Benício da Mata;56;2024-07-10;Sobrancelha;;35;0
C009;Matheus da Cunha;13;2024-07-11;Combo 1;Balm;110;49
C055;Sr. Joaquim Cavalcanti;10;2024-07-11;Combo 1;;110;0
C222;Antônio Carvalho;14;2024-07-11;Corte de Cabelo;;70;0
C181;Dr. Enzo Gabriel Pinto;27;2024-07-11;Combo 2;Shampoo de barba;100;49
C079;João Guilherme Dias;36;2024-07-11;Corte de Cabelo;;70;0
C057;Sr. Juan Cavalcanti;31;2024-07-11;Sobrancelha;;35;0
C151;Cauê Oliveira;71;2024-07-11;Barba Modelada;;55;0
C056;Marcos Vinicius Lima;7;2024-07-11;Combo 1;;110;0
C040;Vinicius Nunes;47;2024-07-11;Combo 2;;100;0
C080;Anthony Souza;73;2024-07-11;Barba Modelada;;55;0
C111;Antônio Alves;67;2024-07-12;Depilação de nariz;Pomada de cabelo;35;89
C141;Noah Freitas;24;2024-07-12;Combo 1;;110;0
C071;Rafael Mendes;11;2024-07-12;Combo 1;Shampoo de barba;110;49
C021;Breno Nogueira;27;2024-07-12;Corte de Cabelo;Shampoo de barba;70;49
C018;Benício das Neves;79;2024-07-12;Barba Modelada;Shampoo de barba;55;49
C169;Alexandre Gomes;70;2024-07-12;Barba Modelada;Balm;55;49
C200;Murilo Almeida;11;2024-07-12;Combo 1;;110;0
C067;João Felipe Monteiro;49;2024-07-12;Corte de Cabelo;;70;0
C075;Thiago da Rosa;33;2024-07-12;Corte de Cabelo;;70;0
C196;Gabriel Peixoto;31;2024-07-12;Combo 1;;110;0
C180;Bryan Azevedo;71;2024-07-12;Corte de Cabelo;;70;0
C220;Lorenzo Alves;26;2024-07-13;Combo 2;;100;0
C011;Dr. Pedro Henrique Carvalho;56;2024-07-13;Depilação de orelha;;35;0
C065;Vinicius Aragão;48;2024-07-13;Combo 2;Pomada de cabelo;100;89
C135;Lucas Costa;57;2024-07-13;Corte de Cabelo;;70;0
C196;Gabriel Peixoto;31;2024-07-13;Barba Modelada;;55;0
C116;Lucca Moraes;21;2024-07-13;Barba Modelada;;55;0
C159;João Ribeiro;48;2024-07-13;Combo 2;;100;0
C222;Antônio Carvalho;14;2024-07-13;Combo 1;;110;0
C142;Enzo da Mota;66;2024-07-13;Corte a Maquina;;55;0
C208;João Pedro Teixeira;32;2024-07-13;Depilação de nariz;Shampoo de barba;35;49
C070;Davi Luiz Fogaça;36;2024-07-13;Limpeza de pele;;45;0
C093;Calebe Dias;29;2024-07-13;Acabamento;;28;0
C052;Pedro Miguel Sales;48;2024-07-13;Barba Modelada;;55;0
C006;Dr. Davi Peixoto;19;2024-07-14;Combo 1;;110;0
C241;Bruno Souza;25;2024-07-14;Corte de Cabelo;;70;0
C063;Marcos Vinicius da Mata;37;2024-07-14;Limpeza de pele;;45;0
C182;Sr. Alexandre Azevedo;41;2024-07-14;Combo 1;;110;0
C016;Levi Pereira;31;2024-07-14;Combo 1;;110;0
C093;Calebe Dias;29;2024-07-14;Corte de Cabelo;;70;0
C214;Gustavo Barbosa;75;2024-07-14;Depilação de nariz;;35;0
C127;Luiz Otávio da Rocha;72;2024-07-14;Corte a Maquina;;55;0
C239;Danilo Pinto;19;2024-07-14;Corte a Maquina;;55;0
C093;Calebe Dias;29;2024-07-14;Corte de Cabelo;Pomada de cabelo;70;89
C170;Dr. Noah Farias;18;2024-07-14;Barba Modelada;Pomada de cabelo;55;89
C100;Marcos Vinicius Novaes;33;2024-07-14;Barba Modelada;;55;0
C040;Vinicius Nunes;47;2024-07-14;Combo 2;;100;0
C077;Igor Pereira;61;2024-07-14;Barba Modelada;;55;0
C140;Cauã Freitas;66;2024-07-14;Depilação de orelha;;35;0
C111;Antônio Alves;67;2024-07-14;Corte de Cabelo;;70;0
C095;João Lucas Barbosa;52;2024-07-15;Depilação de orelha;Shampoo de barba;35;49
C244;Sr. Benjamin Moura;33;2024-07-15;Combo 2;;100;0
C016;Levi Pereira;31;2024-07-15;Corte a Maquina;;55;0
C175;Diogo Almeida;35;2024-07-15;Corte de Cabelo;;70;0
C184;Sr. Alexandre Silva;49;2024-07-15;Limpeza de pele;;45;0
C137;Danilo Viana;60;2024-07-15;Corte de Cabelo;;70;0
C025;Dr. Leonardo Barros;59;2024-07-15;Corte a Maquina;Shampoo de barba;55;49
C107;Dr. Gabriel Souza;53;2024-07-15;Combo 1;;110;0
C043;Dr. Kaique Campos;35;2024-07-15;Combo 1;;110;0
C212;Breno da Costa;71;2024-07-15;Depilação de nariz;;35;0
C129;Eduardo Nunes;16;2024-07-15;Corte de Cabelo;;70;0
C009;Matheus da Cunha;13;2024-07-15;Corte a Maquina;Pomada de cabelo;55;89
C041;Arthur Silveira;46;2024-07-15;Depilação de nariz;;35;0
C110;Diego Moraes;19;2024-07-15;Corte a Maquina;;55;0
C047;Diogo Lima;17;2024-07-15;Corte de Cabelo;;70;0
C244;Sr. Benjamin Moura;33;2024-07-15;Corte a Maquina;;55;0
C227;Davi Luiz da Paz;61;2024-07-15;Combo 1;;110;0
C038;Sr. João Miguel Alves;50;2024-07-15;Combo 1;Shampoo de barba;110;49
C051;Lorenzo Fernandes;39;2024-07-16;Corte de Cabelo;Balm;70;49
C198;Dr. Luiz Miguel Vieira;30;2024-07-16;Corte de Cabelo;Balm;70;49
C006;Dr. Davi Peixoto;19;2024-07-16;Combo 2;Balm;100;49
C040;Vinicius Nunes;47;2024-07-16;Corte a Maquina;;55;0
C222;Antônio Carvalho;14;2024-07-16;Combo 1;;110;0
C173;Lucca da Paz;72;2024-07-16;Corte de Cabelo;;70;0
C009;Matheus da Cunha;13;2024-07-16;Corte de Cabelo;;70;0
C082;Yuri Teixeira;43;2024-07-16;Acabamento;;28;0
C181;Dr. Enzo Gabriel Pinto;27;2024-07-16;Corte a Maquina;Shampoo de barba;55;49
C212;Breno da Costa;71;2024-07-16;Barba Modelada;;55;0
C038;Sr. João Miguel Alves;50;2024-07-16;Acabamento;;28;0
C134;Heitor Moura;39;2024-07-16;Combo 2;;100;0
C179;Dr. Vitor Barbosa;29;2024-07-16;Barba Modelada;;55;0
C121;Eduardo Nascimento;51;2024-07-16;Combo 1;Pomada de cabelo;110;89
C093;Calebe Dias;29;2024-07-16;Corte a Maquina;Shampoo de barba;55;49
C215;Dr. Luiz Gustavo da Luz;75;2024-07-16;Acabamento;;28;0
C227;Davi Luiz da Paz;61;2024-07-17;Barba Modelada;;55;0
C207;Pietro Caldeira;67;2024-07-17;Corte a Maquina;Balm;55;49
C076;Marcelo Mendes;22;2024-07-17;Corte a Maquina;;55;0
C126;Davi da Cunha;34;2024-07-17;Corte de Cabelo;Shampoo de barba;70;49
C219;Lucca Nogueira;54;2024-07-17;Corte de Cabelo;Balm;70;49
C210;João Miguel da Paz;64;2024-07-17;Combo 1;;110;0
C216;Thales Almeida;62;2024-07-17;Sobrancelha;;35;0
C023;Luiz Gustavo Moreira;55;2024-07-17;Combo 2;;100;0
C124;Dr. Gustavo Henrique Rodrigues;61;2024-07-17;Combo 1;;110;0
C094;Felipe Barros;65;2024-07-17;Combo 1;;110;0
C034;João Moraes;29;2024-07-17;Barba Modelada;;55;0
C102;Kevin Moraes;70;2024-07-18;Combo 2;;100;0
C109;Luiz Otávio Santos;30;2024-07-18;Depilação de nariz;Pomada de cabelo;35;89
C007;Enzo Pires;15;2024-07-18;Combo 1;Pomada de cabelo;110;89
C230;Enzo Alves;9;2024-07-18;Corte de Cabelo;Balm;70;49
C086;Sr. Davi Lucas Vieira;42;2024-07-18;Limpeza de pele;;45;0
C145;Pedro Henrique Vieira;66;2024-07-18;Depilação de nariz;;35;0
C133;Kevin Silva;16;2024-07-18;Combo 1;Pomada de cabelo;110;89
C031;Emanuel Farias;45;2024-07-18;Limpeza de pele;;45;0
C098;Dr. Nathan Viana;35;2024-07-18;Barba Modelada;;55;0
C073;Sr. Diogo da Luz;23;2024-07-18;Barba Modelada;Shampoo de barba;55;49
C098;Dr. Nathan Viana;35;2024-07-18;Barba Modelada;;55;0
C023;Luiz Gustavo Moreira;55;2024-07-19;Depilação de orelha;;35;0
C213;Sr. Luiz Henrique da Conceição;18;2024-07-19;Barba Modelada;;55;0
C226;Pedro Henrique Jesus;54;2024-07-19;Depilação de orelha;;35;0
C159;João Ribeiro;48;2024-07-19;Corte de Cabelo;;70;0
C149;Enzo Gabriel Rocha;49;2024-07-19;Corte de Cabelo;;70;0
C195;Dr. João Felipe Lopes;72;2024-07-19;Hidratação;;70;0
C180;Bryan Azevedo;71;2024-07-19;Sobrancelha;;35;0
C212;Breno da Costa;71;2024-07-19;Corte de Cabelo;;70;0
C216;Thales Almeida;62;2024-07-19;Combo 1;;110;0
C211;Cauê Almeida;29;2024-07-19;Depilação de nariz;;35;0
C238;Dr. Heitor da Costa;59;2024-07-19;Limpeza de pele;;45;0
C034;João Moraes;29;2024-07-19;Combo 1;;110;0
C119;Erick Caldeira;78;2024-07-19;Combo 1;;110;0
C097;Nicolas Gomes;20;2024-07-19;Barba Modelada;;55;0
C190;Luiz Felipe Carvalho;30;2024-07-20;Combo 2;Pomada de cabelo;100;89
C093;Calebe Dias;29;2024-07-20;Combo 1;;110;0
C225;Sr. João Felipe Pires;56;2024-07-20;Depilação de nariz;;35;0
C051;Lorenzo Fernandes;39;2024-07-20;Corte de Cabelo;Pomada de cabelo;70;89
C168;Bruno Pires;10;2024-07-20;Corte de Cabelo;;70;0
C102;Kevin Moraes;70;2024-07-20;Combo 1;Balm;110;49
C040;Vinicius Nunes;47;2024-07-20;Combo 1;;110;0
C015;Theo Cardoso;29;2024-07-20;Corte de Cabelo;Balm;70;49
C214;Gustavo Barbosa;75;2024-07-20;Depilação de nariz;;35;0
C186;Rodrigo Castro;68;2024-07-20;Corte a Maquina;;55;0
C215;Dr. Luiz Gustavo da Luz;75;2024-07-20;Combo 1;;110;0
C117;Henrique Barros;22;2024-07-21;Combo 1;;110;0
C240;Benjamin Lima;56;2024-07-21;Corte de Cabelo;Shampoo de barba;70;49
C179;Dr. Vitor Barbosa;29;2024-07-21;Barba Modelada;;55;0
C172;Dr. Luiz Henrique Azevedo;62;2024-07-21;Barba Modelada;Balm;55;49
C160;Noah Porto;41;2024-07-21;Combo 1;;110;0
C041;Arthur Silveira;46;2024-07-21;Corte de Cabelo;;70;0
C138;Cauã Teixeira;2;2024-07-21;Corte de Cabelo;;70;0
C121;Eduardo Nascimento;51;2024-07-21;Combo 1;;110;0
C153;Yuri Cardoso;2;2024-07-21;Combo 1;;110;0
C073;Sr. Diogo da Luz;23;2024-07-21;Barba Modelada;;55;0
C002;Raul da Rocha;5;2024-07-21;Corte a Maquina;;55;0
C064;Felipe Lopes;60;2024-07-21;Corte de Cabelo;;70;0
C187;Ian Moraes;59;2024-07-21;Corte de Cabelo;Shampoo de barba;70;49
C120;Gabriel Rodrigues;10;2024-07-21;Combo 1;Balm;110;49
C098;Dr. Nathan Viana;35;2024-07-21;Combo 1;Shampoo de barba;110;49
C216;Thales Almeida;62;2024-07-21;Corte de Cabelo;Shampoo de barba;70;49
C134;Heitor Moura;39;2024-07-21;Corte de Cabelo;;70;0
C115;Bernardo Viana;16;2024-07-21;Corte de Cabelo;;70;0
C121;Eduardo Nascimento;51;2024-07-22;Combo 1;Shampoo de barba;110;49
C224;Noah Nascimento;47;2024-07-22;Corte de Cabelo;;70;0
C229;Fernando Castro;14;2024-07-22;Combo 1;;110;0
C104;Lucas Gabriel Gomes;76;2024-07-22;Corte a Maquina;Balm;55;49
C084;Nicolas Oliveira;31;2024-07-22;Corte de Cabelo;;70;0
C161;Luiz Miguel Sales;32;2024-07-22;Combo 2;;100;0
C164;Nathan Cardoso;74;2024-07-22;Hidratação;;70;0
C117;Henrique Barros;22;2024-07-22;Combo 1;;110;0
C011;Dr. Pedro Henrique Carvalho;56;2024-07-22;Corte a Maquina;Pomada de cabelo;55;89
C116;Lucca Moraes;21;2024-07-22;Barba Modelada;;55;0
C147;Miguel Alves;27;2024-07-23;Combo 2;Shampoo de barba;100;49
C248;Bernardo Rocha;14;2024-07-23;Combo 1;;110;0
C011;Dr. Pedro Henrique Carvalho;56;2024-07-23;Combo 1;Pomada de cabelo;110;89
C077;Igor Pereira;61;2024-07-23;Depilação de orelha;;35;0
C136;Dr. Levi Cunha;22;2024-07-23;Corte de Cabelo;;70;0
C053;Guilherme Fogaça;75;2024-07-23;Barba Modelada;;55;0
C083;Samuel Azevedo;9;2024-07-23;Corte a Maquina;;55;0
C003;Dr. Daniel Vieira;37;2024-07-23;Barba Modelada;;55;0
C196;Gabriel Peixoto;31;2024-07-23;Acabamento;;28;0
C086;Sr. Davi Lucas Vieira;42;2024-07-23;Depilação de nariz;;35;0
C082;Yuri Teixeira;43;2024-07-23;Corte de Cabelo;;70;0
C181;Dr. Enzo Gabriel Pinto;27;2024-07-23;Combo 2;;100;0
C127;Luiz Otávio da Rocha;72;2024-07-23;Corte de Cabelo;;70;0
C237;Luiz Gustavo Gonçalves;70;2024-07-23;Combo 1;;110;0
C074;Lucas Gabriel Azevedo;70;2024-07-24;Combo 1;;110;0
C053;Guilherme Fogaça;75;2024-07-24;Corte de Cabelo;Balm;70;49
C088;Sr. Bruno Rocha;36;2024-07-24;Barba Modelada;;55;0
C105;João Vitor Cunha;56;2024-07-24;Corte de Cabelo;;70;0
C151;Cauê Oliveira;71;2024-07-24;Corte a Maquina;Pomada de cabelo;55;89
C076;Marcelo Mendes;22;2024-07-24;Combo 1;;110;0
C008;Dr. Calebe Caldeira;71;2024-07-24;Depilação de nariz;;35;0
C167;Marcos Vinicius Ferreira;64;2024-07-24;Depilação de orelha;;35;0
C167;Marcos Vinicius Ferreira;64;2024-07-24;Depilação de nariz;;35;0
C156;João Felipe das Neves;64;2024-07-24;Combo 2;;100;0
C128;Gustavo Henrique Cardoso;3;2024-07-24;Combo 1;;110;0
C172;Dr. Luiz Henrique Azevedo;62;2024-07-25;Combo 1;;110;0
C040;Vinicius Nunes;47;2024-07-25;Depilação de nariz;Balm;35;49
C217;Thales Ferreira;33;2024-07-25;Hidratação;;70;0
C027;Dr. Kaique Farias;37;2024-07-25;Limpeza de pele;;45;0
C243;Diogo Ribeiro;61;2024-07-25;Combo 1;;110;0
C031;Emanuel Farias;45;2024-07-26;Barba Modelada;;55;0
C030;Lorenzo Santos;56;2024-07-26;Acabamento;;28;0
C223;Samuel Souza;57;2024-07-26;Combo 1;;110;0
C132;João Vitor Azevedo;45;2024-07-26;Combo 1;Shampoo de barba;110;49
C241;Bruno Souza;25;2024-07-26;Combo 1;Pomada de cabelo;110;89
C150;Pedro Henrique Pereira;22;2024-07-26;Corte a Maquina;Shampoo de barba;55;49
C231;Francisco Vieira;53;2024-07-26;Corte a Maquina;;55;0
C189;Enzo Gomes;33;2024-07-26;Combo 1;;110;0
C186;Rodrigo Castro;68;2024-07-26;Combo 1;;110;0
C024;Breno das Neves;30;2024-07-26;Barba Modelada;;55;0
C058;Dr. Danilo Aragão;39;2024-07-26;Corte de Cabelo;;70;0
C114;João Gabriel da Mota;8;2024-07-27;Corte de Cabelo;;70;0
C153;Yuri Cardoso;2;2024-07-27;Corte de Cabelo;Balm;70;49
C246;Sr. Cauê da Costa;58;2024-07-27;Combo 1;;110;0
C059;Sr. Caio Teixeira;12;2024-07-27;Combo 1;;110;0
C128;Gustavo Henrique Cardoso;3;2024-07-27;Combo 1;Shampoo de barba;110;49
C067;João Felipe Monteiro;49;2024-07-27;Depilação de nariz;Shampoo de barba;35;49
C167;Marcos Vinicius Ferreira;64;2024-07-27;Corte a Maquina;;55;0
C243;Diogo Ribeiro;61;2024-07-27;Combo 1;Pomada de cabelo;110;89
C097;Nicolas Gomes;20;2024-07-27;Corte de Cabelo;Balm;70;49
C173;Lucca da Paz;72;2024-07-28;Combo 1;;110;0
C184;Sr. Alexandre Silva;49;2024-07-28;Combo 2;Balm;100;49
C112;Dr. Erick Ferreira;65;2024-07-28;Combo 2;;100;0
C020;Sr. Calebe Peixoto;73;2024-07-28;Barba Modelada;;55;0
C048;Otávio Araújo;50;2024-07-28;Combo 2;;100;0
C006;Dr. Davi Peixoto;19;2024-07-28;Hidratação;;70;0
C015;Theo Cardoso;29;2024-07-28;Acabamento;Pomada de cabelo;28;89
C123;Diogo Mendes;78;2024-07-28;Combo 1;;110;0
C139;Luiz Felipe Pinto;35;2024-07-28;Combo 1;Balm;110;49
C058;Dr. Danilo Aragão;39;2024-07-28;Corte de Cabelo;;70;0
C165;Vitor Novaes;12;2024-07-29;Corte de Cabelo;Shampoo de barba;70;49
C046;Calebe das Neves;70;2024-07-29;Limpeza de pele;;45;0
C197;Dr. Lucca Porto;77;2024-07-29;Corte a Maquina;;55;0
C096;Enzo Moreira;60;2024-07-29;Corte de Cabelo;;70;0
C045;Luiz Gustavo Oliveira;60;2024-07-29;Combo 1;;110;0
C142;Enzo da Mota;66;2024-07-29;Acabamento;Balm;28;49
C028;Davi Lucas da Costa;2;2024-07-29;Corte de Cabelo;;70;0
